Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month,Year,Price_Per_Box
Oby Sorrel,Australia,Milk Bars,2023-06-21,8497.72,276,6,2023,30.788840579710143
Camilla Castle,New Zealand,Spicy Special Slims,2023-01-25,12557.56,26,1,2023,482.9830769230769
Gigi Bohling,UK,Milk Bars,2023-05-17,1406.91,231,5,2023,6.090519480519481
Andria Kimpton,Australia,85% Dark Bars,2023-08-23,4496.32,240,8,2023,18.734666666666666
Camilla Castle,Australia,Smooth Sliky Salty,2023-03-03,8220.25,125,3,2023,65.762
Roddy Speechley,India,Caramel Stuffed Bars,2023-05-30,9588.03,562,5,2023,17.060551601423487
Karlen McCaffrey,USA,Drinking Coco,2023-06-29,114.82,231,6,2023,0.49705627705627703
Andria Kimpton,Canada,Organic Choco Syrup,2023-01-04,8804.98,214,1,2023,41.144766355140185
Jehu Rudeforth,Australia,Drinking Coco,2023-01-14,2900.61,68,1,2023,42.656029411764706
Karlen McCaffrey,USA,Mint Chip Choco,2023-02-15,16773.08,58,2,2023,289.19103448275865
Curtice Advani,New Zealand,Spicy Special Slims,2023-01-10,4153.59,513,1,2023,8.096666666666668
Madelene Upcott,USA,White Choc,2023-05-04,12571.07,226,5,2023,55.62420353982301
Andria Kimpton,USA,Spicy Special Slims,2023-05-23,2553.46,5,5,2023,510.692
Barr Faughny,New Zealand,Fruit & Nut Bars,2023-04-26,1888.94,159,4,2023,11.880125786163523
Oby Sorrel,Canada,Organic Choco Syrup,2023-07-05,1310.04,71,7,2023,18.451267605633802
Madelene Upcott,UK,Organic Choco Syrup,2023-07-21,7805.9,179,7,2023,43.60837988826815
Dotty Strutley,USA,Mint Chip Choco,2023-02-21,6101.12,261,2,2023,23.375938697318006
Kelci Walkden,USA,Orange Choco,2023-02-03,1425.81,133,2,2023,10.720375939849623
Gigi Bohling,Australia,Caramel Stuffed Bars,2023-07-08,8724.4,147,7,2023,59.349659863945575
Mallorie Waber,India,50% Dark Bites,2023-05-31,664.82,147,5,2023,4.522585034013606
Van Tuxwell,New Zealand,Mint Chip Choco,2023-06-27,4351.31,103,6,2023,42.24572815533981
Van Tuxwell,India,50% Dark Bites,2023-05-13,5825.09,123,5,2023,47.358455284552846
Van Tuxwell,USA,Manuka Honey Choco,2023-05-31,2418.93,110,5,2023,21.990272727272725
Wilone O'Kielt,USA,Orange Choco,2023-02-28,7725.52,38,2,2023,203.30315789473684
Barr Faughny,New Zealand,Eclairs,2023-03-28,7144.08,32,3,2023,223.2525
Gigi Bohling,USA,After Nines,2023-01-14,2043.13,243,1,2023,8.407942386831277
Barr Faughny,New Zealand,Mint Chip Choco,2023-02-21,6526.01,147,2,2023,44.39462585034014
Dennison Crosswaite,Canada,85% Dark Bars,2023-08-01,11334.77,89,8,2023,127.35696629213484
Beverie Moffet,New Zealand,Smooth Sliky Salty,2023-05-19,2492.67,58,5,2023,42.97706896551724
Husein Augar,USA,White Choc,2023-07-13,2066.48,59,7,2023,35.02508474576271
Andria Kimpton,Australia,Peanut Butter Cubes,2023-04-20,7009.01,150,4,2023,46.726733333333335
Dennison Crosswaite,India,85% Dark Bars,2023-06-30,4562.97,21,6,2023,217.28428571428572
Curtice Advani,UK,50% Dark Bites,2023-03-08,3442.99,142,3,2023,24.246408450704223
Gunar Cockshoot,USA,Fruit & Nut Bars,2023-03-09,6669.6,99,3,2023,67.36969696969697
Oby Sorrel,Canada,Raspberry Choco,2023-06-16,1902.47,217,6,2023,8.767142857142858
Gigi Bohling,UK,Drinking Coco,2023-06-30,6157.17,43,6,2023,143.19
Kelci Walkden,India,Mint Chip Choco,2023-07-28,3012.68,129,7,2023,23.354108527131782
Karlen McCaffrey,Canada,Peanut Butter Cubes,2023-08-12,3473.62,170,8,2023,20.43305882352941
Barr Faughny,UK,Mint Chip Choco,2023-07-07,4129.98,332,7,2023,12.439698795180721
Barr Faughny,USA,85% Dark Bars,2023-08-25,14566.22,45,8,2023,323.69377777777777
Husein Augar,Canada,Eclairs,2023-01-17,4049.61,255,1,2023,15.880823529411765
Jan Morforth,Australia,70% Dark Bites,2023-03-04,5924.44,396,3,2023,14.96070707070707
Marney O'Breen,New Zealand,Fruit & Nut Bars,2023-08-25,10100.95,4,8,2023,2525.2375
Ches Bonnell,UK,Peanut Butter Cubes,2023-04-15,2362.01,272,4,2023,8.683860294117649
Kaine Padly,USA,Organic Choco Syrup,2023-03-11,2638.76,24,3,2023,109.94833333333334
Camilla Castle,USA,Raspberry Choco,2023-05-20,3496.41,18,5,2023,194.245
Brien Boise,New Zealand,Manuka Honey Choco,2023-06-14,17222.86,44,6,2023,391.4286363636364
Jehu Rudeforth,New Zealand,After Nines,2023-04-14,1604.87,71,4,2023,22.603802816901407
Jehu Rudeforth,USA,Smooth Sliky Salty,2023-07-07,7170.21,151,7,2023,47.48483443708609
Madelene Upcott,India,Mint Chip Choco,2023-08-24,4090.16,75,8,2023,54.535466666666665
Jehu Rudeforth,India,Eclairs,2023-02-24,9574.38,134,2,2023,71.45059701492536
Karlen McCaffrey,Canada,Raspberry Choco,2023-05-09,717.9,213,5,2023,3.3704225352112673
Kaine Padly,Australia,70% Dark Bites,2023-02-08,7734.54,227,2,2023,34.07286343612335
Roddy Speechley,UK,70% Dark Bites,2023-03-24,1606.49,305,3,2023,5.267180327868853
Rafaelita Blaksland,USA,Drinking Coco,2023-06-20,9170.09,79,6,2023,116.07708860759494
Mallorie Waber,Canada,Manuka Honey Choco,2023-03-07,1583.57,122,3,2023,12.980081967213113
Kaine Padly,Australia,Fruit & Nut Bars,2023-06-20,7684.52,83,6,2023,92.58457831325302
Oby Sorrel,New Zealand,Organic Choco Syrup,2023-02-17,16765.07,261,2,2023,64.2339846743295
Madelene Upcott,UK,99% Dark & Pure,2023-01-26,11796.63,45,1,2023,262.14733333333334
Madelene Upcott,Australia,Mint Chip Choco,2023-05-02,2766.65,148,5,2023,18.69358108108108
Curtice Advani,Canada,99% Dark & Pure,2023-07-07,13232.74,7,7,2023,1890.3914285714286
Rafaelita Blaksland,Australia,Baker's Choco Chips,2023-08-22,2820.41,50,8,2023,56.408199999999994
Karlen McCaffrey,Australia,After Nines,2023-08-11,2483.32,65,8,2023,38.20492307692308
Marney O'Breen,UK,99% Dark & Pure,2023-01-13,9124.16,209,1,2023,43.65626794258373
Gunar Cockshoot,Australia,50% Dark Bites,2023-03-02,12728.16,111,3,2023,114.6681081081081
Marney O'Breen,Australia,Choco Coated Almonds,2023-07-27,12624.64,41,7,2023,307.91804878048777
Kelci Walkden,New Zealand,Drinking Coco,2023-03-10,17584.16,110,3,2023,159.856
Beverie Moffet,USA,85% Dark Bars,2023-08-23,13156.49,360,8,2023,36.54580555555555
Roddy Speechley,USA,Eclairs,2023-04-25,4164.1,167,4,2023,24.934730538922157
Dennison Crosswaite,UK,Milk Bars,2023-03-07,11698.98,436,3,2023,26.832522935779817
Wilone O'Kielt,UK,Organic Choco Syrup,2023-07-12,4964.25,56,7,2023,88.64732142857143
Madelene Upcott,USA,Orange Choco,2023-05-16,8258.37,132,5,2023,62.5634090909091
Gunar Cockshoot,India,Smooth Sliky Salty,2023-03-02,3938.2,70,3,2023,56.26
Marney O'Breen,New Zealand,85% Dark Bars,2023-05-30,1368.27,163,5,2023,8.394294478527607
Marney O'Breen,UK,Manuka Honey Choco,2023-06-10,12449.46,177,6,2023,70.33593220338983
Brien Boise,USA,99% Dark & Pure,2023-07-25,7323.82,339,7,2023,21.60418879056047
Beverie Moffet,New Zealand,Mint Chip Choco,2023-06-09,4560.81,102,6,2023,44.71382352941177
Dennison Crosswaite,USA,Milk Bars,2023-05-12,777.46,58,5,2023,13.40448275862069
Gunar Cockshoot,USA,Drinking Coco,2023-05-09,3857.27,5,5,2023,771.454
Brien Boise,Canada,Manuka Honey Choco,2023-08-09,7442.69,179,8,2023,41.579273743016756
Van Tuxwell,India,Choco Coated Almonds,2023-04-13,5799.3,125,4,2023,46.394400000000005
Andria Kimpton,USA,Caramel Stuffed Bars,2023-05-02,8836.9,48,5,2023,184.10208333333333
Dotty Strutley,USA,99% Dark & Pure,2023-08-09,4185.0,315,8,2023,13.285714285714286
Camilla Castle,Australia,Raspberry Choco,2023-08-23,6984.06,174,8,2023,40.138275862068966
Gunar Cockshoot,India,Spicy Special Slims,2023-05-13,7362.7,179,5,2023,41.13240223463687
Karlen McCaffrey,USA,Manuka Honey Choco,2023-02-01,10338.27,73,2,2023,141.6201369863014
Camilla Castle,USA,50% Dark Bites,2023-06-23,6215.72,324,6,2023,19.18432098765432
Madelene Upcott,UK,Choco Coated Almonds,2023-05-24,10400.66,144,5,2023,72.22680555555556
Jan Morforth,Canada,Mint Chip Choco,2023-04-01,1062.61,217,4,2023,4.896820276497696
Camilla Castle,Canada,70% Dark Bites,2023-07-27,10095.71,151,7,2023,66.85900662251655
Ches Bonnell,India,Peanut Butter Cubes,2023-01-27,23251.68,210,1,2023,110.72228571428572
Jan Morforth,India,Choco Coated Almonds,2023-08-12,2669.61,143,8,2023,18.6686013986014
Gigi Bohling,Canada,Almond Choco,2023-02-01,10265.97,49,2,2023,209.50959183673467
Rafaelita Blaksland,India,After Nines,2023-03-02,5423.54,203,3,2023,26.716945812807882
Kelci Walkden,Australia,99% Dark & Pure,2023-06-30,3272.68,32,6,2023,102.27125
Dotty Strutley,Australia,Spicy Special Slims,2023-01-17,8840.59,92,1,2023,96.09336956521739
Brien Boise,USA,Milk Bars,2023-07-07,14460.51,124,7,2023,116.61701612903227
Mallorie Waber,New Zealand,Mint Chip Choco,2023-01-31,1461.99,109,1,2023,13.412752293577983
Beverie Moffet,UK,99% Dark & Pure,2023-08-10,3701.6,131,8,2023,28.25648854961832
Beverie Moffet,USA,Peanut Butter Cubes,2023-08-18,13951.32,329,8,2023,42.40522796352583
Brien Boise,New Zealand,White Choc,2023-06-15,5774.92,325,6,2023,17.768984615384614
Marney O'Breen,USA,Baker's Choco Chips,2023-01-26,9718.87,10,1,2023,971.8870000000001
Kelci Walkden,USA,Spicy Special Slims,2023-04-29,87.52,69,4,2023,1.2684057971014493
Mallorie Waber,Canada,White Choc,2023-03-03,3398.51,74,3,2023,45.925810810810816
Kaine Padly,Australia,Almond Choco,2023-02-22,4371.77,375,2,2023,11.658053333333335
Oby Sorrel,USA,Smooth Sliky Salty,2023-03-04,3632.32,169,3,2023,21.49301775147929
Dennison Crosswaite,India,Smooth Sliky Salty,2023-07-07,3343.85,10,7,2023,334.385
Camilla Castle,New Zealand,Caramel Stuffed Bars,2023-06-17,4400.28,364,6,2023,12.088681318681317
Jan Morforth,Canada,Caramel Stuffed Bars,2023-08-02,10802.13,124,8,2023,87.11395161290322
Oby Sorrel,USA,Baker's Choco Chips,2023-08-12,9154.17,123,8,2023,74.42414634146341
Madelene Upcott,New Zealand,Peanut Butter Cubes,2023-01-28,5360.89,340,1,2023,15.767323529411765
Kelci Walkden,Australia,Orange Choco,2023-04-29,11597.46,462,4,2023,25.10272727272727
Marney O'Breen,Australia,Manuka Honey Choco,2023-04-05,14939.24,238,4,2023,62.769915966386556
Kaine Padly,Canada,Manuka Honey Choco,2023-01-18,10845.85,146,1,2023,74.28664383561645
Jehu Rudeforth,UK,Baker's Choco Chips,2023-05-16,2832.78,104,5,2023,27.238269230769234
Kelci Walkden,Australia,White Choc,2023-08-24,8879.72,177,8,2023,50.16790960451977
Curtice Advani,India,85% Dark Bars,2023-01-18,298.34,399,1,2023,0.747719298245614
Kaine Padly,USA,Eclairs,2023-08-22,7799.51,10,8,2023,779.951
Gunar Cockshoot,UK,99% Dark & Pure,2023-03-07,8.04,85,3,2023,0.09458823529411764
Beverie Moffet,UK,Choco Coated Almonds,2023-03-04,3212.35,66,3,2023,48.6719696969697
Dotty Strutley,Canada,Manuka Honey Choco,2023-04-22,12048.56,113,4,2023,106.62442477876105
Kaine Padly,Australia,Milk Bars,2023-06-09,4499.64,91,6,2023,49.44659340659341
Jan Morforth,Canada,Fruit & Nut Bars,2023-07-25,9984.16,207,7,2023,48.23265700483092
Jan Morforth,India,Smooth Sliky Salty,2023-08-03,11867.83,95,8,2023,124.92452631578948
Rafaelita Blaksland,Australia,Manuka Honey Choco,2023-08-03,4806.65,132,8,2023,36.41401515151515
Jehu Rudeforth,UK,Milk Bars,2023-05-03,13420.93,232,5,2023,57.84883620689655
Husein Augar,Canada,After Nines,2023-01-19,10407.51,301,1,2023,34.57644518272426
Roddy Speechley,USA,50% Dark Bites,2023-02-11,10849.39,330,2,2023,32.876939393939395
Van Tuxwell,India,Almond Choco,2023-06-14,7247.29,402,6,2023,18.028084577114427
Kelci Walkden,USA,50% Dark Bites,2023-03-23,6387.65,227,3,2023,28.13942731277533
Madelene Upcott,Canada,85% Dark Bars,2023-02-17,8373.42,108,2,2023,77.53166666666667
Dennison Crosswaite,Canada,Smooth Sliky Salty,2023-03-17,1887.19,488,3,2023,3.86719262295082
Mallorie Waber,Australia,Spicy Special Slims,2023-06-29,6054.04,287,6,2023,21.094216027874566
Ches Bonnell,Canada,Choco Coated Almonds,2023-08-24,16254.61,268,8,2023,60.65152985074627
Gigi Bohling,Canada,Spicy Special Slims,2023-07-04,13173.56,301,7,2023,43.76598006644518
Roddy Speechley,New Zealand,Almond Choco,2023-03-28,2721.46,72,3,2023,37.79805555555556
Curtice Advani,India,Smooth Sliky Salty,2023-04-19,19283.64,139,4,2023,138.73122302158274
Ches Bonnell,New Zealand,Mint Chip Choco,2023-01-18,9327.52,232,1,2023,40.204827586206896
Van Tuxwell,New Zealand,Fruit & Nut Bars,2023-01-17,3184.03,85,1,2023,37.45917647058824
Andria Kimpton,New Zealand,Mint Chip Choco,2023-02-15,9738.74,209,2,2023,46.59684210526316
Andria Kimpton,UK,Milk Bars,2023-02-11,16486.65,314,2,2023,52.50525477707007
Camilla Castle,USA,Manuka Honey Choco,2023-03-21,16792.23,184,3,2023,91.26211956521739
Gunar Cockshoot,New Zealand,Almond Choco,2023-01-05,5752.62,125,1,2023,46.02096
Brien Boise,India,Raspberry Choco,2023-05-30,6833.28,157,5,2023,43.52407643312102
Jehu Rudeforth,USA,99% Dark & Pure,2023-01-04,2815.72,222,1,2023,12.683423423423422
Beverie Moffet,Australia,Fruit & Nut Bars,2023-04-22,1545.36,269,4,2023,5.744832713754646
Gigi Bohling,Canada,Milk Bars,2023-02-10,3432.73,120,2,2023,28.606083333333334
Dotty Strutley,India,Spicy Special Slims,2023-08-12,1001.99,217,8,2023,4.617465437788018
Gunar Cockshoot,USA,Organic Choco Syrup,2023-08-10,2494.19,315,8,2023,7.918063492063492
Kelci Walkden,Australia,Raspberry Choco,2023-06-07,770.25,61,6,2023,12.62704918032787
Jehu Rudeforth,India,Baker's Choco Chips,2023-06-06,2261.98,73,6,2023,30.986027397260273
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2023-04-05,5667.58,204,4,2023,27.782254901960783
Wilone O'Kielt,USA,50% Dark Bites,2023-04-18,4738.71,125,4,2023,37.90968
Andria Kimpton,India,50% Dark Bites,2023-01-31,13661.89,15,1,2023,910.7926666666666
Madelene Upcott,USA,Baker's Choco Chips,2023-08-22,6067.19,151,8,2023,40.18006622516556
Jehu Rudeforth,Australia,99% Dark & Pure,2023-02-25,11720.99,204,2,2023,57.45583333333333
Jan Morforth,Australia,Mint Chip Choco,2023-02-22,19999.55,106,2,2023,188.67499999999998
Oby Sorrel,New Zealand,Milk Bars,2023-01-12,4484.03,201,1,2023,22.30860696517413
Brien Boise,UK,Almond Choco,2023-05-25,107.24,129,5,2023,0.8313178294573643
Kelci Walkden,India,Smooth Sliky Salty,2023-02-01,2525.98,8,2,2023,315.7475
Rafaelita Blaksland,UK,Eclairs,2023-04-27,1577.84,67,4,2023,23.549850746268657
Gigi Bohling,USA,Smooth Sliky Salty,2023-07-22,2972.07,129,7,2023,23.039302325581396
Curtice Advani,New Zealand,Mint Chip Choco,2023-01-26,3691.63,284,1,2023,12.998697183098592
Curtice Advani,USA,Mint Chip Choco,2023-08-24,5188.89,293,8,2023,17.709522184300344
Madelene Upcott,New Zealand,Fruit & Nut Bars,2023-01-18,5766.51,21,1,2023,274.5957142857143
Karlen McCaffrey,India,85% Dark Bars,2023-03-30,1036.77,82,3,2023,12.643536585365853
Ches Bonnell,Australia,Caramel Stuffed Bars,2023-01-17,10033.52,163,1,2023,61.555337423312885
Kelci Walkden,USA,Fruit & Nut Bars,2023-02-17,5220.69,154,2,2023,33.90058441558441
Kelci Walkden,Canada,Peanut Butter Cubes,2023-04-08,8106.62,47,4,2023,172.48127659574467
Gigi Bohling,Canada,Drinking Coco,2023-07-06,3934.09,86,7,2023,45.745232558139534
Husein Augar,India,Fruit & Nut Bars,2023-04-04,4508.93,231,4,2023,19.51917748917749
Jan Morforth,New Zealand,Organic Choco Syrup,2023-03-02,1921.57,226,3,2023,8.502522123893804
Gigi Bohling,New Zealand,Raspberry Choco,2023-08-09,1161.31,181,8,2023,6.416077348066298
Dennison Crosswaite,Australia,Milk Bars,2023-06-09,11389.29,282,6,2023,40.38755319148937
Ches Bonnell,UK,Caramel Stuffed Bars,2023-06-02,3032.3,313,6,2023,9.687859424920129
Van Tuxwell,USA,Fruit & Nut Bars,2023-07-05,6871.55,238,7,2023,28.87205882352941
Andria Kimpton,Canada,Eclairs,2023-08-11,339.99,124,8,2023,2.7418548387096773
Madelene Upcott,India,Choco Coated Almonds,2023-02-11,3720.22,141,2,2023,26.384539007092197
Kelci Walkden,New Zealand,Spicy Special Slims,2023-08-11,731.19,69,8,2023,10.59695652173913
Roddy Speechley,Australia,Drinking Coco,2023-05-12,13288.65,112,5,2023,118.64866071428571
Wilone O'Kielt,USA,Milk Bars,2023-07-15,5332.79,101,7,2023,52.79990099009901
Andria Kimpton,India,Organic Choco Syrup,2023-01-18,3971.78,131,1,2023,30.318931297709923
Madelene Upcott,UK,Fruit & Nut Bars,2023-01-05,9538.21,198,1,2023,48.172777777777775
Curtice Advani,Australia,50% Dark Bites,2023-06-29,547.85,221,6,2023,2.4789592760180996
Brien Boise,Canada,Raspberry Choco,2023-06-14,2994.76,47,6,2023,63.71829787234043
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,4451.38,71,8,2023,62.69549295774648
Dennison Crosswaite,India,Mint Chip Choco,2023-03-23,14691.77,143,3,2023,102.73965034965035
Barr Faughny,India,Caramel Stuffed Bars,2023-01-04,7042.98,107,1,2023,65.8222429906542
Brien Boise,India,Milk Bars,2023-02-22,15583.0,248,2,2023,62.83467741935484
Beverie Moffet,UK,Spicy Special Slims,2023-02-17,9059.82,268,2,2023,33.80529850746269
Barr Faughny,USA,Almond Choco,2023-02-03,430.59,85,2,2023,5.065764705882352
Van Tuxwell,Canada,Raspberry Choco,2023-03-17,1264.25,137,3,2023,9.228102189781023
Wilone O'Kielt,Australia,Baker's Choco Chips,2023-01-25,2995.47,156,1,2023,19.201730769230767
Brien Boise,Australia,Milk Bars,2023-07-27,2117.82,56,7,2023,37.81821428571429
Husein Augar,Australia,Fruit & Nut Bars,2023-01-28,8081.79,54,1,2023,149.6627777777778
Madelene Upcott,Australia,Organic Choco Syrup,2023-07-05,11542.54,49,7,2023,235.56204081632654
Van Tuxwell,India,White Choc,2023-03-15,2183.68,46,3,2023,47.471304347826084
Gunar Cockshoot,Canada,After Nines,2023-08-04,3125.34,191,8,2023,16.36303664921466
Jan Morforth,USA,Fruit & Nut Bars,2023-06-27,4891.86,380,6,2023,12.873315789473683
Jan Morforth,Canada,After Nines,2023-07-13,4881.32,183,7,2023,26.673879781420762
Barr Faughny,New Zealand,Manuka Honey Choco,2023-02-24,5917.62,238,2,2023,24.86394957983193
Karlen McCaffrey,New Zealand,85% Dark Bars,2023-06-28,6312.53,60,6,2023,105.20883333333333
Oby Sorrel,Australia,85% Dark Bars,2023-06-30,7956.28,27,6,2023,294.67703703703705
Curtice Advani,Canada,Choco Coated Almonds,2023-08-18,5895.88,7,8,2023,842.2685714285715
Kaine Padly,India,70% Dark Bites,2023-01-24,13535.7,296,1,2023,45.72871621621622
Beverie Moffet,USA,White Choc,2023-03-11,5639.9,129,3,2023,43.720155038759685
Ches Bonnell,New Zealand,After Nines,2023-06-23,5813.44,356,6,2023,16.32988764044944
Husein Augar,India,Spicy Special Slims,2023-08-22,2514.82,32,8,2023,78.588125
Gunar Cockshoot,Canada,50% Dark Bites,2023-01-04,3044.01,22,1,2023,138.36409090909092
Curtice Advani,India,Milk Bars,2023-04-05,3902.04,214,4,2023,18.233831775700935
Beverie Moffet,India,Milk Bars,2023-04-15,1928.74,354,4,2023,5.4484180790960455
Husein Augar,Australia,White Choc,2023-05-11,3251.53,241,5,2023,13.49182572614108
Andria Kimpton,Canada,Manuka Honey Choco,2023-07-21,5031.94,495,7,2023,10.165535353535352
Jan Morforth,New Zealand,Orange Choco,2023-02-11,1350.26,89,2,2023,15.171460674157304
Andria Kimpton,Canada,Smooth Sliky Salty,2023-07-08,1187.71,75,7,2023,15.836133333333335
Gunar Cockshoot,UK,Raspberry Choco,2023-08-11,7055.38,334,8,2023,21.123892215568862
Husein Augar,New Zealand,After Nines,2023-08-04,7231.89,8,8,2023,903.98625
Andria Kimpton,New Zealand,Orange Choco,2023-06-14,9295.83,93,6,2023,99.95516129032258
Dennison Crosswaite,UK,Baker's Choco Chips,2023-01-17,2276.94,296,1,2023,7.6923648648648655
Jehu Rudeforth,Canada,Orange Choco,2023-06-23,4229.79,548,6,2023,7.718594890510949
Jehu Rudeforth,UK,Smooth Sliky Salty,2023-08-24,1640.53,119,8,2023,13.785966386554621
Andria Kimpton,UK,Caramel Stuffed Bars,2023-06-07,8234.5,294,6,2023,28.008503401360546
Jan Morforth,UK,White Choc,2023-06-22,10087.04,46,6,2023,219.28347826086957
Dotty Strutley,USA,Fruit & Nut Bars,2023-07-13,3169.26,281,7,2023,11.278505338078293
Kelci Walkden,UK,Choco Coated Almonds,2023-05-24,10355.42,215,5,2023,48.16474418604651
Gunar Cockshoot,New Zealand,After Nines,2023-08-09,7772.63,140,8,2023,55.51878571428571
Kaine Padly,Canada,85% Dark Bars,2023-04-06,1992.77,31,4,2023,64.28290322580645
Jan Morforth,New Zealand,Manuka Honey Choco,2023-07-28,1815.56,266,7,2023,6.8254135338345865
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,727.11,50,8,2023,14.542200000000001
Van Tuxwell,Australia,99% Dark & Pure,2023-01-17,114.96,132,1,2023,0.8709090909090909
Curtice Advani,USA,Drinking Coco,2023-02-07,5378.09,142,2,2023,37.87387323943662
Brien Boise,Australia,Spicy Special Slims,2023-05-09,6707.63,269,5,2023,24.93542750929368
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,8167.18,102,6,2023,80.07039215686275
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,9950.14,6,6,2023,1658.3566666666666
Beverie Moffet,New Zealand,Organic Choco Syrup,2023-05-24,7229.26,215,5,2023,33.62446511627907
Gunar Cockshoot,UK,50% Dark Bites,2023-01-13,2260.21,128,1,2023,17.657890625
Marney O'Breen,USA,Raspberry Choco,2023-05-23,6206.9,149,5,2023,41.65704697986577
Jehu Rudeforth,UK,White Choc,2023-06-29,1889.83,286,6,2023,6.607797202797203
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-03-11,7797.24,88,3,2023,88.605
Dotty Strutley,USA,85% Dark Bars,2023-04-25,11644.92,536,4,2023,21.725597014925373
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2023-05-30,4207.22,255,5,2023,16.498901960784316
Curtice Advani,India,Manuka Honey Choco,2023-05-23,1683.88,169,5,2023,9.963786982248521
Mallorie Waber,USA,Peanut Butter Cubes,2023-05-23,1337.36,18,5,2023,74.29777777777777
Van Tuxwell,Canada,Peanut Butter Cubes,2023-06-24,7147.04,300,6,2023,23.823466666666665
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-03-11,12030.46,296,3,2023,40.64344594594594
Rafaelita Blaksland,USA,Smooth Sliky Salty,2023-07-27,15844.58,232,7,2023,68.29560344827586
Rafaelita Blaksland,USA,White Choc,2023-08-16,5025.84,133,8,2023,37.78827067669173
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,9902.03,12,3,2023,825.1691666666667
Curtice Advani,New Zealand,After Nines,2023-04-05,7944.07,33,4,2023,240.72939393939393
Camilla Castle,India,85% Dark Bars,2023-05-04,9523.65,55,5,2023,173.15727272727273
Ches Bonnell,USA,Choco Coated Almonds,2023-01-04,16240.71,93,1,2023,174.63129032258064
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,5891.94,109,1,2023,54.054495412844034
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-07-11,6924.52,94,7,2023,73.66510638297873
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,4552.57,158,5,2023,28.81373417721519
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,1724.91,60,7,2023,28.7485
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21,2,2023,42.72857142857143
Jan Morforth,India,99% Dark & Pure,2023-05-23,10283.9,178,5,2023,57.774719101123594
Rafaelita Blaksland,Canada,Drinking Coco,2023-07-12,10415.77,200,7,2023,52.07885
Jan Morforth,UK,Orange Choco,2023-06-15,4220.83,193,6,2023,21.86958549222798
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,4909.86,304,6,2023,16.150855263157894
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53,3,2023,123.57773584905661
Jan Morforth,India,Caramel Stuffed Bars,2023-07-04,88.72,165,7,2023,0.5376969696969697
Andria Kimpton,UK,White Choc,2023-05-12,9793.16,110,5,2023,89.02872727272727
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143,4,2023,33.73181818181818
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404,4,2023,18.704331683168316
Roddy Speechley,Canada,Eclairs,2023-03-08,7082.03,95,3,2023,74.54768421052631
Karlen McCaffrey,India,White Choc,2023-01-17,8361.47,231,1,2023,36.19683982683983
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52,8,2023,25.201923076923077
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,1288.1,67,7,2023,19.225373134328358
Marney O'Breen,UK,50% Dark Bites,2023-06-14,3288.29,133,6,2023,24.723984962406014
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,10669.09,85,4,2023,125.51870588235295
Madelene Upcott,UK,Raspberry Choco,2023-08-26,7361.93,344,8,2023,21.40095930232558
Wilone O'Kielt,Australia,50% Dark Bites,2023-08-03,10336.22,123,8,2023,84.03430894308943
Gigi Bohling,Canada,White Choc,2023-07-11,6985.95,4,7,2023,1746.4875
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,3394.46,21,3,2023,161.64095238095237
Brien Boise,UK,Peanut Butter Cubes,2023-01-10,15337.23,31,1,2023,494.7493548387097
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378,4,2023,42.13007936507937
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,7355.77,772,1,2023,9.528199481865286
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-07-08,9489.27,54,7,2023,175.72722222222222
Jan Morforth,UK,Organic Choco Syrup,2023-04-12,1281.32,354,4,2023,3.61954802259887
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192,8,2023,2.6982812500000004
Ches Bonnell,UK,Choco Coated Almonds,2023-06-07,1933.56,239,6,2023,8.090209205020921
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,1308.52,30,7,2023,43.617333333333335
Husein Augar,USA,99% Dark & Pure,2023-02-21,9878.5,111,2,2023,88.99549549549549
